fk_servidor;nomeMaquina;timestamp;cpu;ram;disco;temperatura_cpu;temperatura_disco;memoria_swap;quantidade_processos;download_bytes;upload_bytes;pacotes_recebidos;pacotes_enviados;dropin;dropout;numero_leituras;numero_escritas;bytes_lidos;bytes_escritos;tempo_leitura;tempo_escrita
2;DESKTOP-G2ODTKO;28/11/2025 23:26:01;73,20;71,20;15,80;62,52;34,96;223,85;272;17258251;11353427;24029;16332;0;0;1176367;1035553;42469157888;21278505984;1511;2881
2;DESKTOP-G2ODTKO;28/11/2025 23:26:07;21,70;71,20;15,80;51,28;35,79;223,85;271;17276816;11364692;24077;16368;0;0;1176367;1035582;42469157888;21278956544;1511;2882
2;DESKTOP-G2ODTKO;28/11/2025 23:26:16;94,50;71,20;15,80;62,33;35,72;223,85;271;17291166;11366298;24115;16389;0;0;1176368;1035860;42469190656;21280799744;1511;2884
2;DESKTOP-G2ODTKO;28/11/2025 23:26:25;93,60;71,10;15,80;64,91;35,49;223,85;271;17303054;11367364;24146;16402;0;0;1176369;1035887;42469223424;21280996352;1511;2884
2;DESKTOP-G2ODTKO;28/11/2025 23:26:34;54,70;71,10;15,80;54,40;35,96;223,85;269;17493839;11373655;24210;16451;0;0;1176393;1035960;42469487616;21281981440;1511;2886
2;DESKTOP-G2ODTKO;28/11/2025 23:26:41;20,60;71,10;15,80;50,12;35,01;223,85;269;17500242;11374790;24232;16464;0;0;1176396;1035992;42469561344;21282460672;1511;2887
2;DESKTOP-G2ODTKO;28/11/2025 23:26:48;21,40;71,10;15,80;53,53;34,36;223,85;268;17510659;11376500;24262;16487;0;0;1176397;1036078;42469594112;21283148800;1511;2888
2;DESKTOP-G2ODTKO;28/11/2025 23:26:55;19,00;71,10;15,80;52,95;34,29;223,85;268;17524251;11377106;24286;16495;0;0;1176401;1036104;42469856256;21283390464;1511;2889
2;DESKTOP-G2ODTKO;28/11/2025 23:27:03;93,50;71,10;15,80;68,28;34,47;223,85;268;17527190;11377870;24302;16504;0;0;1176401;1036188;42469856256;21284135936;1511;2891
2;DESKTOP-G2ODTKO;28/11/2025 23:27:12;94,60;71,50;15,80;65,12;36,53;223,85;267;17666435;11387483;24379;16558;0;0;1176567;1036224;42473624576;21284606976;1512;2892
2;DESKTOP-G2ODTKO;28/11/2025 23:27:22;99,70;71,20;15,80;66,44;36,26;223,85;267;17764593;11412953;24472;16632;0;0;1176591;1036318;42474116096;21285176320;1512;2893
4;DESKTOP-K5L8ML3;28/11/2025 21:20:43;8,20;91,30;57,50;44,93;36,36;1753,81;287;153527398;88056378;177669;64279;0;0;30804216;8757176;1164965874688;444977656320;28113;11360
4;DESKTOP-K5L8ML3;28/11/2025 21:20:49;7,60;91,30;57,50;47,17;35,28;1753,31;287;153528303;88056832;177678;64285;0;0;30804228;8757260;1164966386688;444978229760;28113;11360
4;DESKTOP-K5L8ML3;28/11/2025 21:20:56;5,70;91,30;57,50;47,95;35,90;1752,93;287;153528887;88056934;177682;64286;0;0;30804248;8757292;1164967193600;444978950656;28113;11360
4;DESKTOP-K5L8ML3;28/11/2025 21:21:02;6,30;91,30;57,50;45,48;36,15;1752,43;287;153529400;88057008;177685;64287;0;0;30804281;8757301;1164967920128;444979094016;28113;11360
4;DESKTOP-K5L8ML3;28/11/2025 21:21:09;8,10;90,60;57,50;50,91;34,73;1748,11;286;153536532;88059232;177708;64305;0;0;30804309;8757356;1164968964608;444979851776;28113;11360
4;DESKTOP-K5L8ML3;28/11/2025 21:21:15;5,60;90,60;57,50;49,80;36,30;1746,86;286;153537342;88059549;177715;64308;0;0;30804344;8757375;1164970803712;444980376064;28113;11360
4;DESKTOP-K5L8ML3;28/11/2025 21:21:22;6,90;90,60;57,50;45,32;34,91;1746,61;286;153561510;88059728;177763;64310;0;0;30804381;8757431;1164972343808;444980806144;28113;11360
4;DESKTOP-K5L8ML3;28/11/2025 21:21:29;6,60;90,50;57,50;46,56;36,98;1745,75;286;153564337;88060233;177773;64316;0;0;30804418;8757460;1164973928960;444981412352;28113;11361
4;DESKTOP-K5L8ML3;28/11/2025 21:21:35;6,50;90,50;57,50;47,58;36,55;1745,12;285;153565236;88061058;177781;64325;0;0;30804480;8757470;1164975693312;444981735936;28114;11361
4;DESKTOP-K5L8ML3;28/11/2025 21:21:42;5,80;90,50;57,50;49,45;35,42;1744,87;285;153565980;88061456;177787;64330;0;0;30804598;8757573;1164978577920;444982526464;28114;11361
4;DESKTOP-K5L8ML3;28/11/2025 21:21:48;6,60;90,60;57,50;49,17;34,91;1744,75;285;153566660;88061759;177793;64334;0;0;30804605;8757584;1164978893312;444983136768;28114;11361
4;DESKTOP-K5L8ML3;28/11/2025 21:21:55;6,30;90,60;57,50;51,22;36,62;1744,62;285;153567711;88062115;177801;64338;0;0;30804662;8757626;1164979385344;444983779840;28114;11361
4;DESKTOP-K5L8ML3;28/11/2025 21:22:01;5,30;90,50;57,50;48,30;35,51;1744,25;285;153568123;88062115;177803;64338;0;0;30804673;8757647;1164979831808;444983980544;28114;11361
4;DESKTOP-K5L8ML3;28/11/2025 21:22:08;7,00;90,60;57,50;50,22;36,55;1744,12;285;153568784;88062820;177808;64343;0;0;30804707;8757663;1164981314560;444984320512;28114;11361
4;DESKTOP-K5L8ML3;28/11/2025 21:22:14;6,60;90,60;57,50;47,84;36,00;1742,92;285;153590020;88076252;177856;64385;0;0;30805116;8757776;1165003902464;445003608576;28115;11362
4;DESKTOP-K5L8ML3;28/11/2025 21:22:21;7,90;90,90;57,50;49,85;35,98;1742,79;286;153613953;88076412;177903;64387;0;0;30805390;8757805;1165013805568;445004042752;28115;11362
4;DESKTOP-K5L8ML3;28/11/2025 21:22:27;6,70;91,20;57,50;48,20;34,66;1740,39;285;153614757;88076715;177909;64390;0;0;30805652;8757914;1165025954304;445004898816;28115;11362
4;DESKTOP-K5L8ML3;28/11/2025 21:22:34;8,40;89,50;57,50;45,39;36,09;1737,70;285;153615547;88076817;177914;64391;0;0;30805797;8757928;1165031758336;445005394432;28115;11362
4;DESKTOP-K5L8ML3;28/11/2025 21:22:41;11,00;86,80;57,50;48,11;34,69;1737,70;286;153640470;88122540;177998;64480;0;0;30807088;8757953;1165071776768;445005984256;28116;11362
4;DESKTOP-K5L8ML3;28/11/2025 21:22:48;8,80;87,60;57,50;50,95;35,36;1737,57;288;153666988;88224948;178094;64601;0;0;30807527;8758060;1165083227136;445006995968;28116;11362
4;DESKTOP-K5L8ML3;28/11/2025 21:22:55;7,30;87,80;57,50;46,58;34,90;1737,27;288;153668192;88225549;178104;64608;0;0;30807568;8758101;1165084939264;445008499200;28116;11363
4;DESKTOP-K5L8ML3;28/11/2025 21:23:02;6,10;87,80;57,50;50,08;34,43;1737,02;288;153668853;88225927;178107;64613;0;0;30807578;8758265;1165085500416;445009801728;28116;11363
4;DESKTOP-K5L8ML3;28/11/2025 21:23:08;10,80;88,80;57,50;49,59;34,81;1729,62;291;153682107;88231722;178135;64638;0;0;30807739;8758293;1165090604544;445010903552;28117;11363
4;DESKTOP-K5L8ML3;28/11/2025 21:23:17;11,50;88,60;57,50;51,79;34,96;1727,82;292;153788560;88239056;178246;64683;0;0;30808024;8758912;1165100685312;445017043456;28117;11363
2;DESKTOP-G2ODTKO;28/11/2025 23:24:34;6,50;72,80;15,80;44,78;34,41;284,21;278;16956453;11157037;23330;15858;0;0;1172147;1032696;42356336128;20895386112;1507;2871
2;DESKTOP-G2ODTKO;28/11/2025 23:24:41;7,90;75,80;15,80;50,41;35,32;283,84;278;16967509;11190618;23369;15878;0;0;1172153;1032843;42356463104;20925798912;1507;2872
2;DESKTOP-G2ODTKO;28/11/2025 23:24:48;7,70;70,50;15,90;45,96;35,30;250,68;271;16978468;11192695;23409;15902;0;0;1172900;1033833;42378882048;21219825152;1508;2873
2;DESKTOP-G2ODTKO;28/11/2025 23:24:54;6,80;70,50;15,80;51,20;36,69;250,68;270;17003191;11196331;23512;15926;0;0;1173219;1034038;42386022400;21240817152;1508;2874
2;DESKTOP-G2ODTKO;28/11/2025 23:25:01;7,30;70,60;15,80;46,79;36,24;250,68;269;17012694;11219900;23573;15966;0;0;1174142;1034470;42407033344;21264627200;1508;2874
2;DESKTOP-G2ODTKO;28/11/2025 23:25:08;6,90;70,60;15,80;44,82;36,62;250,68;269;17021332;11220437;23590;15974;0;0;1175245;1034601;42429350912;21265716736;1509;2874
2;DESKTOP-G2ODTKO;28/11/2025 23:25:14;5,30;70,80;15,80;49,65;36,29;250,68;269;17027197;11220980;23609;15982;0;0;1175493;1034747;42440565760;21266626048;1509;2874
2;DESKTOP-G2ODTKO;28/11/2025 23:25:21;2,70;70,20;15,80;49,01;35,26;250,68;269;17045457;11235332;23658;16027;0;0;1175507;1034850;42440871936;21267576832;1510;2875
2;DESKTOP-G2ODTKO;28/11/2025 23:25:27;4,80;71,90;15,80;46,13;34,95;223,95;273;17076708;11265138;23735;16098;0;0;1175763;1034906;42446141952;21268045824;1510;2876
2;DESKTOP-G2ODTKO;28/11/2025 23:25:34;9,90;72,20;15,80;49,71;35,13;223,95;273;17141575;11320848;23868;16223;0;0;1176319;1035065;42467771392;21270256640;1510;2877
2;DESKTOP-G2ODTKO;28/11/2025 23:25:42;32,10;71,70;15,80;54,53;35,56;223,95;273;17226168;11343133;23948;16275;0;0;1176352;1035382;42468738048;21276711936;1510;2878
2;DESKTOP-G2ODTKO;28/11/2025 23:25:48;74,70;71,20;15,80;64,24;36,57;223,85;272;17241715;11350700;23982;16299;0;0;1176357;1035458;42468795904;21277453312;1510;2879
2;DESKTOP-G2ODTKO;28/11/2025 23:25:54;74,50;71,20;15,80;63,12;36,08;223,85;272;17251929;11352359;24008;16317;0;0;1176366;1035526;42469125120;21278268416;1511;2880
2;DESKTOP-G2ODTKO;28/11/2025 23:26:01;73,20;71,20;15,80;62,52;34,96;223,85;272;17258251;11353427;24029;16332;0;0;1176367;1035553;42469157888;21278505984;1511;2881
2;DESKTOP-G2ODTKO;28/11/2025 23:26:07;21,70;71,20;15,80;51,28;35,79;223,85;271;17276816;11364692;24077;16368;0;0;1176367;1035582;42469157888;21278956544;1511;2882
2;DESKTOP-G2ODTKO;28/11/2025 23:26:16;94,50;71,20;15,80;62,33;35,72;223,85;271;17291166;11366298;24115;16389;0;0;1176368;1035860;42469190656;21280799744;1511;2884
2;DESKTOP-G2ODTKO;28/11/2025 23:26:25;93,60;71,10;15,80;64,91;35,49;223,85;271;17303054;11367364;24146;16402;0;0;1176369;1035887;42469223424;21280996352;1511;2884
2;DESKTOP-G2ODTKO;28/11/2025 23:26:34;54,70;71,10;15,80;54,40;35,96;223,85;269;17493839;11373655;24210;16451;0;0;1176393;1035960;42469487616;21281981440;1511;2886
2;DESKTOP-G2ODTKO;28/11/2025 23:26:41;20,60;71,10;15,80;50,12;35,01;223,85;269;17500242;11374790;24232;16464;0;0;1176396;1035992;42469561344;21282460672;1511;2887
2;DESKTOP-G2ODTKO;28/11/2025 23:26:48;21,40;71,10;15,80;53,53;34,36;223,85;268;17510659;11376500;24262;16487;0;0;1176397;1036078;42469594112;21283148800;1511;2888
2;DESKTOP-G2ODTKO;28/11/2025 23:26:55;19,00;71,10;15,80;52,95;34,29;223,85;268;17524251;11377106;24286;16495;0;0;1176401;1036104;42469856256;21283390464;1511;2889
2;DESKTOP-G2ODTKO;28/11/2025 23:27:03;93,50;71,10;15,80;68,28;34,47;223,85;268;17527190;11377870;24302;16504;0;0;1176401;1036188;42469856256;21284135936;1511;2891
2;DESKTOP-G2ODTKO;28/11/2025 23:27:12;94,60;71,50;15,80;65,12;36,53;223,85;267;17666435;11387483;24379;16558;0;0;1176567;1036224;42473624576;21284606976;1512;2892
2;DESKTOP-G2ODTKO;28/11/2025 23:27:22;99,70;71,20;15,80;66,44;36,26;223,85;267;17764593;11412953;24472;16632;0;0;1176591;1036318;42474116096;21285176320;1512;2893
4;DESKTOP-K5L8ML3;28/11/2025 21:20:43;8,20;91,30;57,50;44,93;36,36;1753,81;287;153527398;88056378;177669;64279;0;0;30804216;8757176;1164965874688;444977656320;28113;11360
4;DESKTOP-K5L8ML3;28/11/2025 21:20:49;7,60;91,30;57,50;47,17;35,28;1753,31;287;153528303;88056832;177678;64285;0;0;30804228;8757260;1164966386688;444978229760;28113;11360
4;DESKTOP-K5L8ML3;28/11/2025 21:20:56;5,70;91,30;57,50;47,95;35,90;1752,93;287;153528887;88056934;177682;64286;0;0;30804248;8757292;1164967193600;444978950656;28113;11360
4;DESKTOP-K5L8ML3;28/11/2025 21:21:02;6,30;91,30;57,50;45,48;36,15;1752,43;287;153529400;88057008;177685;64287;0;0;30804281;8757301;1164967920128;444979094016;28113;11360
4;DESKTOP-K5L8ML3;28/11/2025 21:21:09;8,10;90,60;57,50;50,91;34,73;1748,11;286;153536532;88059232;177708;64305;0;0;30804309;8757356;1164968964608;444979851776;28113;11360
4;DESKTOP-K5L8ML3;28/11/2025 21:21:15;5,60;90,60;57,50;49,80;36,30;1746,86;286;153537342;88059549;177715;64308;0;0;30804344;8757375;1164970803712;444980376064;28113;11360
4;DESKTOP-K5L8ML3;28/11/2025 21:21:22;6,90;90,60;57,50;45,32;34,91;1746,61;286;153561510;88059728;177763;64310;0;0;30804381;8757431;1164972343808;444980806144;28113;11360
4;DESKTOP-K5L8ML3;28/11/2025 21:21:29;6,60;90,50;57,50;46,56;36,98;1745,75;286;153564337;88060233;177773;64316;0;0;30804418;8757460;1164973928960;444981412352;28113;11361
4;DESKTOP-K5L8ML3;28/11/2025 21:21:35;6,50;90,50;57,50;47,58;36,55;1745,12;285;153565236;88061058;177781;64325;0;0;30804480;8757470;1164975693312;444981735936;28114;11361
4;DESKTOP-K5L8ML3;28/11/2025 21:21:42;5,80;90,50;57,50;49,45;35,42;1744,87;285;153565980;88061456;177787;64330;0;0;30804598;8757573;1164978577920;444982526464;28114;11361
4;DESKTOP-K5L8ML3;28/11/2025 21:21:48;6,60;90,60;57,50;49,17;34,91;1744,75;285;153566660;88061759;177793;64334;0;0;30804605;8757584;1164978893312;444983136768;28114;11361
4;DESKTOP-K5L8ML3;28/11/2025 21:21:55;6,30;90,60;57,50;51,22;36,62;1744,62;285;153567711;88062115;177801;64338;0;0;30804662;8757626;1164979385344;444983779840;28114;11361
4;DESKTOP-K5L8ML3;28/11/2025 21:22:01;5,30;90,50;57,50;48,30;35,51;1744,25;285;153568123;88062115;177803;64338;0;0;30804673;8757647;1164979831808;444983980544;28114;11361
4;DESKTOP-K5L8ML3;28/11/2025 21:22:08;7,00;90,60;57,50;50,22;36,55;1744,12;285;153568784;88062820;177808;64343;0;0;30804707;8757663;1164981314560;444984320512;28114;11361
4;DESKTOP-K5L8ML3;28/11/2025 21:22:14;6,60;90,60;57,50;47,84;36,00;1742,92;285;153590020;88076252;177856;64385;0;0;30805116;8757776;1165003902464;445003608576;28115;11362
4;DESKTOP-K5L8ML3;28/11/2025 21:22:21;7,90;90,90;57,50;49,85;35,98;1742,79;286;153613953;88076412;177903;64387;0;0;30805390;8757805;1165013805568;445004042752;28115;11362
4;DESKTOP-K5L8ML3;28/11/2025 21:22:27;6,70;91,20;57,50;48,20;34,66;1740,39;285;153614757;88076715;177909;64390;0;0;30805652;8757914;1165025954304;445004898816;28115;11362
4;DESKTOP-K5L8ML3;28/11/2025 21:22:34;8,40;89,50;57,50;45,39;36,09;1737,70;285;153615547;88076817;177914;64391;0;0;30805797;8757928;1165031758336;445005394432;28115;11362
4;DESKTOP-K5L8ML3;28/11/2025 21:22:41;11,00;86,80;57,50;48,11;34,69;1737,70;286;153640470;88122540;177998;64480;0;0;30807088;8757953;1165071776768;445005984256;28116;11362
4;DESKTOP-K5L8ML3;28/11/2025 21:22:48;8,80;87,60;57,50;50,95;35,36;1737,57;288;153666988;88224948;178094;64601;0;0;30807527;8758060;1165083227136;445006995968;28116;11362
4;DESKTOP-K5L8ML3;28/11/2025 21:22:55;7,30;87,80;57,50;46,58;34,90;1737,27;288;153668192;88225549;178104;64608;0;0;30807568;8758101;1165084939264;445008499200;28116;11363
4;DESKTOP-K5L8ML3;28/11/2025 21:23:02;6,10;87,80;57,50;50,08;34,43;1737,02;288;153668853;88225927;178107;64613;0;0;30807578;8758265;1165085500416;445009801728;28116;11363
4;DESKTOP-K5L8ML3;28/11/2025 21:23:08;10,80;88,80;57,50;49,59;34,81;1729,62;291;153682107;88231722;178135;64638;0;0;30807739;8758293;1165090604544;445010903552;28117;11363
4;DESKTOP-K5L8ML3;28/11/2025 21:23:17;11,50;88,60;57,50;51,79;34,96;1727,82;292;153788560;88239056;178246;64683;0;0;30808024;8758912;1165100685312;445017043456;28117;11363
2;DESKTOP-G2ODTKO;28/11/2025 23:24:34;6,50;72,80;15,80;44,78;34,41;284,21;278;16956453;11157037;23330;15858;0;0;1172147;1032696;42356336128;20895386112;1507;2871
2;DESKTOP-G2ODTKO;28/11/2025 23:24:41;7,90;75,80;15,80;50,41;35,32;283,84;278;16967509;11190618;23369;15878;0;0;1172153;1032843;42356463104;20925798912;1507;2872
2;DESKTOP-G2ODTKO;28/11/2025 23:24:48;7,70;70,50;15,90;45,96;35,30;250,68;271;16978468;11192695;23409;15902;0;0;1172900;1033833;42378882048;21219825152;1508;2873
2;DESKTOP-G2ODTKO;28/11/2025 23:24:54;6,80;70,50;15,80;51,20;36,69;250,68;270;17003191;11196331;23512;15926;0;0;1173219;1034038;42386022400;21240817152;1508;2874
2;DESKTOP-G2ODTKO;28/11/2025 23:25:01;7,30;70,60;15,80;46,79;36,24;250,68;269;17012694;11219900;23573;15966;0;0;1174142;1034470;42407033344;21264627200;1508;2874
2;DESKTOP-G2ODTKO;28/11/2025 23:25:08;6,90;70,60;15,80;44,82;36,62;250,68;269;17021332;11220437;23590;15974;0;0;1175245;1034601;42429350912;21265716736;1509;2874
2;DESKTOP-G2ODTKO;28/11/2025 23:25:14;5,30;70,80;15,80;49,65;36,29;250,68;269;17027197;11220980;23609;15982;0;0;1175493;1034747;42440565760;21266626048;1509;2874
2;DESKTOP-G2ODTKO;28/11/2025 23:25:21;2,70;70,20;15,80;49,01;35,26;250,68;269;17045457;11235332;23658;16027;0;0;1175507;1034850;42440871936;21267576832;1510;2875
2;DESKTOP-G2ODTKO;28/11/2025 23:25:27;4,80;71,90;15,80;46,13;34,95;223,95;273;17076708;11265138;23735;16098;0;0;1175763;1034906;42446141952;21268045824;1510;2876
2;DESKTOP-G2ODTKO;28/11/2025 23:25:34;9,90;72,20;15,80;49,71;35,13;223,95;273;17141575;11320848;23868;16223;0;0;1176319;1035065;42467771392;21270256640;1510;2877
2;DESKTOP-G2ODTKO;28/11/2025 23:25:42;32,10;71,70;15,80;54,53;35,56;223,95;273;17226168;11343133;23948;16275;0;0;1176352;1035382;42468738048;21276711936;1510;2878
2;DESKTOP-G2ODTKO;28/11/2025 23:25:48;74,70;71,20;15,80;64,24;36,57;223,85;272;17241715;11350700;23982;16299;0;0;1176357;1035458;42468795904;21277453312;1510;2879
2;DESKTOP-G2ODTKO;28/11/2025 23:25:54;74,50;71,20;15,80;63,12;36,08;223,85;272;17251929;11352359;24008;16317;0;0;1176366;1035526;42469125120;21278268416;1511;2880
2;DESKTOP-G2ODTKO;28/11/2025 23:26:01;73,20;71,20;15,80;62,52;34,96;223,85;272;17258251;11353427;24029;16332;0;0;1176367;1035553;42469157888;21278505984;1511;2881
2;DESKTOP-G2ODTKO;28/11/2025 23:26:07;21,70;71,20;15,80;51,28;35,79;223,85;271;17276816;11364692;24077;16368;0;0;1176367;1035582;42469157888;21278956544;1511;2882
2;DESKTOP-G2ODTKO;28/11/2025 23:26:16;94,50;71,20;15,80;62,33;35,72;223,85;271;17291166;11366298;24115;16389;0;0;1176368;1035860;42469190656;21280799744;1511;2884
2;DESKTOP-G2ODTKO;28/11/2025 23:26:25;93,60;71,10;15,80;64,91;35,49;223,85;271;17303054;11367364;24146;16402;0;0;1176369;1035887;42469223424;21280996352;1511;2884
2;DESKTOP-G2ODTKO;28/11/2025 23:26:34;54,70;71,10;15,80;54,40;35,96;223,85;269;17493839;11373655;24210;16451;0;0;1176393;1035960;42469487616;21281981440;1511;2886
2;DESKTOP-G2ODTKO;28/11/2025 23:26:41;20,60;71,10;15,80;50,12;35,01;223,85;269;17500242;11374790;24232;16464;0;0;1176396;1035992;42469561344;21282460672;1511;2887
2;DESKTOP-G2ODTKO;28/11/2025 23:26:48;21,40;71,10;15,80;53,53;34,36;223,85;268;17510659;11376500;24262;16487;0;0;1176397;1036078;42469594112;21283148800;1511;2888
2;DESKTOP-G2ODTKO;28/11/2025 23:26:55;19,00;71,10;15,80;52,95;34,29;223,85;268;17524251;11377106;24286;16495;0;0;1176401;1036104;42469856256;21283390464;1511;2889
2;DESKTOP-G2ODTKO;28/11/2025 23:27:03;93,50;71,10;15,80;68,28;34,47;223,85;268;17527190;11377870;24302;16504;0;0;1176401;1036188;42469856256;21284135936;1511;2891
2;DESKTOP-G2ODTKO;28/11/2025 23:27:12;94,60;71,50;15,80;65,12;36,53;223,85;267;17666435;11387483;24379;16558;0;0;1176567;1036224;42473624576;21284606976;1512;2892
2;DESKTOP-G2ODTKO;28/11/2025 23:27:22;99,70;71,20;15,80;66,44;36,26;223,85;267;17764593;11412953;24472;16632;0;0;1176591;1036318;42474116096;21285176320;1512;2893
4;DESKTOP-K5L8ML3;28/11/2025 21:20:43;8,20;91,30;57,50;44,93;36,36;1753,81;287;153527398;88056378;177669;64279;0;0;30804216;8757176;1164965874688;444977656320;28113;11360
4;DESKTOP-K5L8ML3;28/11/2025 21:20:49;7,60;91,30;57,50;47,17;35,28;1753,31;287;153528303;88056832;177678;64285;0;0;30804228;8757260;1164966386688;444978229760;28113;11360
4;DESKTOP-K5L8ML3;28/11/2025 21:20:56;5,70;91,30;57,50;47,95;35,90;1752,93;287;153528887;88056934;177682;64286;0;0;30804248;8757292;1164967193600;444978950656;28113;11360
4;DESKTOP-K5L8ML3;28/11/2025 21:21:02;6,30;91,30;57,50;45,48;36,15;1752,43;287;153529400;88057008;177685;64287;0;0;30804281;8757301;1164967920128;444979094016;28113;11360
4;DESKTOP-K5L8ML3;28/11/2025 21:21:09;8,10;90,60;57,50;50,91;34,73;1748,11;286;153536532;88059232;177708;64305;0;0;30804309;8757356;1164968964608;444979851776;28113;11360
4;DESKTOP-K5L8ML3;28/11/2025 21:21:15;5,60;90,60;57,50;49,80;36,30;1746,86;286;153537342;88059549;177715;64308;0;0;30804344;8757375;1164970803712;444980376064;28113;11360
4;DESKTOP-K5L8ML3;28/11/2025 21:21:22;6,90;90,60;57,50;45,32;34,91;1746,61;286;153561510;88059728;177763;64310;0;0;30804381;8757431;1164972343808;444980806144;28113;11360
4;DESKTOP-K5L8ML3;28/11/2025 21:21:29;6,60;90,50;57,50;46,56;36,98;1745,75;286;153564337;88060233;177773;64316;0;0;30804418;8757460;1164973928960;444981412352;28113;11361
4;DESKTOP-K5L8ML3;28/11/2025 21:21:35;6,50;90,50;57,50;47,58;36,55;1745,12;285;153565236;88061058;177781;64325;0;0;30804480;8757470;1164975693312;444981735936;28114;11361
4;DESKTOP-K5L8ML3;28/11/2025 21:21:42;5,80;90,50;57,50;49,45;35,42;1744,87;285;153565980;88061456;177787;64330;0;0;30804598;8757573;1164978577920;444982526464;28114;11361
4;DESKTOP-K5L8ML3;28/11/2025 21:21:48;6,60;90,60;57,50;49,17;34,91;1744,75;285;153566660;88061759;177793;64334;0;0;30804605;8757584;1164978893312;444983136768;28114;11361
4;DESKTOP-K5L8ML3;28/11/2025 21:21:55;6,30;90,60;57,50;51,22;36,62;1744,62;285;153567711;88062115;177801;64338;0;0;30804662;8757626;1164979385344;444983779840;28114;11361
4;DESKTOP-K5L8ML3;28/11/2025 21:22:01;5,30;90,50;57,50;48,30;35,51;1744,25;285;153568123;88062115;177803;64338;0;0;30804673;8757647;1164979831808;444983980544;28114;11361
4;DESKTOP-K5L8ML3;28/11/2025 21:22:08;7,00;90,60;57,50;50,22;36,55;1744,12;285;153568784;88062820;177808;64343;0;0;30804707;8757663;1164981314560;444984320512;28114;11361
4;DESKTOP-K5L8ML3;28/11/2025 21:22:14;6,60;90,60;57,50;47,84;36,00;1742,92;285;153590020;88076252;177856;64385;0;0;30805116;8757776;1165003902464;445003608576;28115;11362
4;DESKTOP-K5L8ML3;28/11/2025 21:22:21;7,90;90,90;57,50;49,85;35,98;1742,79;286;153613953;88076412;177903;64387;0;0;30805390;8757805;1165013805568;445004042752;28115;11362
4;DESKTOP-K5L8ML3;28/11/2025 21:22:27;6,70;91,20;57,50;48,20;34,66;1740,39;285;153614757;88076715;177909;64390;0;0;30805652;8757914;1165025954304;445004898816;28115;11362
4;DESKTOP-K5L8ML3;28/11/2025 21:22:34;8,40;89,50;57,50;45,39;36,09;1737,70;285;153615547;88076817;177914;64391;0;0;30805797;8757928;1165031758336;445005394432;28115;11362
